name,brand_names,key_ingredients,ratings,number_of_ratings,key_benefit_areas
LDD Bioscience Castoreum Dilution 6 CH,LDD Bioscience Pvt Ltd,Castoreum,,,Whole Body
LDD Bioscience Viburnum Opulus Dilution 6 CH,LDD Bioscience Pvt Ltd,Viburnum Opulus,,,Whole Body
Boiron Lilium Tigrinum Dilution 6C,Boiron Laboratories Pvt Ltd,Lilium tigrinum,,,Heart
Bjain Argentum Nitricum Globules 0/24 LM,Bjain Pharmaceuticals Pvt Ltd,Argentum Nitricum,,,Eye
Bjain Aconitum Napellus Globules 0/18 LM,Bjain Pharmaceuticals Pvt Ltd,Aconitum napellus,,,Eye
Bjain Kreosotum Globules 0/17 LM,Bjain Pharmaceuticals Pvt Ltd,Kreosotum,,,Skin
Bjain Hypericum Perforatum Globules 0/30 LM,Bjain Pharmaceuticals Pvt Ltd,Hypericum perforatum,,,Joints
Bjain Rhus Toxicodendron Globules 0/15 LM,Bjain Pharmaceuticals Pvt Ltd,Rhus toxicodendron,,,Whole Body
Bjain Cimicifuga Racemosa Globules 0/28 LM,Bjain Pharmaceuticals Pvt Ltd,Cimicifuga Racemosa,,,Whole Body
ADEL Thymolum Dilution 30 CH,Adel Pekana Germany,Thymol,,,Whole Body
Dr Willmar Schwabe Germany Apocynum Cannabinum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,Apocynum cannabinum,,,Joints
Bjain Cimicifuga Racemosa Globules 0/2 LM,Bjain Pharmaceuticals Pvt Ltd,Cimicifuga Racemosa,,,Whole Body
LDD Bioscience Kali Sulphuricum Dilution 6 CH,LDD Bioscience Pvt Ltd,Kali Sulphuricum,,,Hair
Bjain Lycopodium Clavatum Globules 0/28 LM,Bjain Pharmaceuticals Pvt Ltd,Lycopodium Clavatum,,,Throat
LDD Bioscience Calcarea Carbonica Dilution 6 CH,LDD Bioscience Pvt Ltd,Calcarea carbonica,,,Skin
Bjain Calcarea Hypophosphorosa Globules 0/16 LM,Bjain Pharmaceuticals Pvt Ltd,Calcarea Hypophosphorosa,,,Others
Dr Willmar Schwabe Germany Indigo Dilution 30,Dr Willmar Schwabe India Pvt Ltd,Indigo,,,Joints
LDD Bioscience Acid Formicum Dilution 6 CH,LDD Bioscience Pvt Ltd,Acid formicum,,,Joints
LDD Bioscience Epiphegus Virginiana Dilution 6 CH,LDD Bioscience Pvt Ltd,Epiphegus virginiana,,,Heart
LDD Bioscience Fucus Vesiculosus Dilution 6 CH,LDD Bioscience Pvt Ltd,Fucus vesiculosus,,,Others
LDD Bioscience Oleum Jec Dilution 6 CH,LDD Bioscience Pvt Ltd,Oleum jec,,,Throat
Bjain Caulophyllum Thalictroides Globules 0/30 LM,Bjain Pharmaceuticals Pvt Ltd,Caulophyllum thalictroides,,,Joints
LDD Bioscience Kalmegh Dilution 6 CH,LDD Bioscience Pvt Ltd,Kalmegh,,,Eye
Bjain Bryonia Alba Globules 0/14 LM,Bjain Pharmaceuticals Pvt Ltd,Bryonia Alba,,,Throat
LDD Bioscience Zincum Arsenicum Dilution 1000 CH,LDD Bioscience Pvt Ltd,Zincum Arsenicum,,,Brain
LDD Bioscience Collinsonia Canadensis Dilution 6 CH,LDD Bioscience Pvt Ltd,Collinsonia,,,Throat
Bjain Baryta Carbonica Globules 0/10 LM,Bjain Pharmaceuticals Pvt Ltd,Baryta carbonica,,,Stomach
LDD Bioscience Ocimum Can Dilution 1000 CH,LDD Bioscience Pvt Ltd,Ocimum Canum,,,Throat
Bjain Kali Bichromicum Globules 0/7 LM,Bjain Pharmaceuticals Pvt Ltd,Kali Bichromicum,,,Others
LDD Bioscience Influenzium Dilution 6 CH,LDD Bioscience Pvt Ltd,Influenzium,,,Throat
Bjain Pulsatilla Nigricans Globules 0/28 LM,Bjain Pharmaceuticals Pvt Ltd,Pulsatilla Nigricans,,,Others
Bjain Argentum Nitricum Globules 0/26 LM,Bjain Pharmaceuticals Pvt Ltd,Argentum Nitricum,,,Eye
LDD Bioscience Mercurius Dulcis Dilution 6 CH,LDD Bioscience Pvt Ltd,Mercurius dulcis,,,Eye
Bjain Caulophyllum Thalictroides  Globules 0/24 LM,Bjain Pharmaceuticals Pvt Ltd,Caulophyllum thalictroides,,,Joints
LDD Bioscience Paraffinum Dilution 1000 CH,LDD Bioscience Pvt Ltd,Paraffinum,,,Head
Boiron Argentum Metallicum Dilution 10M,Boiron Laboratories Pvt Ltd,Argentum metallicum,,,Eye
Bakson's Chininum Sulphuricum Trituration Tablet 3X,Bakson's Homeopathy,Chininum Sulphuricum 3x,,,Joints
Bjain Berberis Vulgaris Globules 0/10 LM,Bjain Pharmaceuticals Pvt Ltd,Berberis vulgaris,,,Joints
Bjain Phosphorus Globules 0/20 LM,Bjain Pharmaceuticals Pvt Ltd,Phosphorus,,,Joints
LDD Bioscience Naphthalin Dilution 1000 CH,LDD Bioscience Pvt Ltd,Naphthalin,,,Kidney
Bjain Squilla Dilution 6X,Bjain Pharmaceuticals Pvt Ltd,Extracts of sea onion herb,,,Others
LDD Bioscience Cimex Lectularius Dilution 6 CH,LDD Bioscience Pvt Ltd,Cimex lectularius,,,Head
LDD Bioscience Gnaphalium Dilution 6 CH,LDD Bioscience Pvt Ltd,Gnaphalium,,,Others
Boiron Lilium Tigrinum Dilution 30C,Boiron Laboratories Pvt Ltd,Lilium tigrinum,,,Heart
LDD Bioscience Chininum Arsenicum Dilution 6 CH,LDD Bioscience Pvt Ltd,Chininum arsenicum,,,Whole Body
Bjain Magnesium Metallicum Globules 0/30 LM,Bjain Pharmaceuticals Pvt Ltd,Magnesium Metallicum,,,Whole Body
LDD Bioscience Anacardium Occidentale Dilution 6 CH,LDD Bioscience Pvt Ltd,Anacardium Occidentale,,,Others
LDD Bioscience Equisetum Hyemale Dilution 6 CH,LDD Bioscience Pvt Ltd,Equisetum hyemale,,,Eye
LDD Bioscience Dioscorea Villosa Mother Tincture Q,LDD Bioscience Pvt Ltd,Discorea villosa,,,Others
Bjain Acidum Picricum Globules 0/10 LM,Bjain Pharmaceuticals Pvt Ltd,Acidum picricum,,,Others
Bjain Argentum Metallicum Globules 0/9 LM,Bjain Pharmaceuticals Pvt Ltd,Argentum metallicum,,,Eye
LDD Bioscience Baryta Iodata Dilution 6 CH,LDD Bioscience Pvt Ltd,Baryta Iodata,,,Brain
Bjain Baryta Carbonica Globules 0/30 LM,Bjain Pharmaceuticals Pvt Ltd,Baryta carbonica,,,Stomach
Bjain Baptisia Tinctoria Globules 0/1 LM,Bjain Pharmaceuticals Pvt Ltd,Baptisia tinctoria,,,Joints
LDD Bioscience Euphorbium Dilution 6 CH,LDD Bioscience Pvt Ltd,Euphorbium,,,Eye
LDD Bioscience Absinthium Dilution 1000 CH,LDD Bioscience Pvt Ltd,Absinthium,,,Heart
Bjain Arnica Montana Globules 0/11 LM,Bjain Pharmaceuticals Pvt Ltd,Arnica montana,,,Joints
LDD Bioscience Polygonum Dilution 1000 CH,LDD Bioscience Pvt Ltd,Polygonum,,,Others
Bjain Dilution Aegle Folia 10M,Bjain Pharmaceuticals Pvt Ltd,Aegle Folia,,,Others
Bjain Caulophyllum Thalictroides  Globules 0/12 LM,Bjain Pharmaceuticals Pvt Ltd,Caulophyllum thalictroides,,,Joints
Boiron Crocus Sativus Dilution 30C,Boiron Laboratories Pvt Ltd,Crocus sativus,,,Skin
Rxhomeo Calcarea Sulph 1M,Rxhomeo Private Limited,Calcarea sulphurica,,,Eye
LDD Bioscience Oleum Santali Dilution 6 CH,LDD Bioscience Pvt Ltd,Oleum santali,,,Kidney
Rxhomeo Cimicifuga R 200C,Rxhomeo Private Limited,Cimicifuga Racemosa,,,Head
Boericke Abelmoschus Esculantus Dilution (30ml Each) 3X,Boericke Homoeo Pharmacy,Abelmoschus,,,Whole Body
Bjain Aesculus Hippocastanum Globules 0/1 LM,Bjain Pharmaceuticals Pvt Ltd,Aesculus hippocastanum,,,Throat
LDD Bioscience Grindelia Dilution 6 CH,LDD Bioscience Pvt Ltd,Grindelia,,,Others
Bjain Lycopodium Clavatum Globules 0/9 LM,Bjain Pharmaceuticals Pvt Ltd,Lycopodium Clavatum,,,Throat
Bjain Aethusa Cynapium Globules 0/2 LM,Bjain Pharmaceuticals Pvt Ltd,Aethusa cynapium,,,Eye
LDD Bioscience Sulphur Dilution 1000 CH,LDD Bioscience Pvt Ltd,Sulphur,,,Skin
LDD Bioscience Ambrosia Artemisiaefolia Dilution 6 CH,LDD Bioscience Pvt Ltd,Ambrosia artemisiaefolia,,,Others
Bjain Cocculus Indicus Globules 0/22 LM,Bjain Pharmaceuticals Pvt Ltd,Cocculus Indicus,,,Others
LDD Bioscience Lecithin Dilution 6 CH,LDD Bioscience Pvt Ltd,Lecithin,,,Others
LDD Bioscience Berberis Aquifolium Dilution 6 CH,LDD Bioscience Pvt Ltd,Berberis aquifolium,,,Eye
LDD Bioscience Tarentula Hispanica Dilution 1000 CH,LDD Bioscience Pvt Ltd,Tarentula Hispanica,,,Others
LDD Bioscience Sabal Serr Dilution 1000 CH,LDD Bioscience Pvt Ltd,Sabal Serrulata,,,Throat
Bjain Argentum Nitricum Globules 0/11 LM,Bjain Pharmaceuticals Pvt Ltd,Argentum Nitricum,,,Eye
Bjain Calcarea Hypophosphorosa Globules 0/12 LM,Bjain Pharmaceuticals Pvt Ltd,Calcarea Hypophosphorosa,,,Others
Bjain Baryta Carbonica Globules 0/9 LM,Bjain Pharmaceuticals Pvt Ltd,Baryta carbonica,,,Stomach
Neon Plus NH37 Flucura Drop,Neon Homoeopathy,Bellis PerennisBryonia AlbaGelsemium SempervirensEupatorium Perfoliatum,,,Skin
LDD Bioscience Mica Dilution 6 CH,LDD Bioscience Pvt Ltd,Mica,,,Brain
Bjain Phosphorus Globules 0/1 LM,Bjain Pharmaceuticals Pvt Ltd,Phosphorus,,,Joints
LDD Bioscience Gentiana Lutea Dilution 6 CH,LDD Bioscience Pvt Ltd,Gentiana lutea,,,Others
LDD Bioscience Ustilago Dilution 6 CH,LDD Bioscience Pvt Ltd,Ustilago,,,Whole Body
LDD Bioscience Colocynthis Dilution 6 CH,LDD Bioscience Pvt Ltd,Colocynthis,,,Joints
Bjain Aloe Socotrina Globules 0/30 LM,Bjain Pharmaceuticals Pvt Ltd,Aloe socotrina,,,Head
Bjain Kali Phosphoricum Globules 0/26 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Brain
LDD Bioscience Argentum Iodatum Dilution 6 CH,LDD Bioscience Pvt Ltd,Argentum Iodatum,,,Others
ADEL Kreosotum Dilution 50M,Adel Pekana Germany,Kreosotum,,,Head
LDD Bioscience Dilution Arsenicum Iodatum 6 CH,LDD Bioscience Pvt Ltd,Arsenicum Iodatum,,,Eye
LDD Bioscience Kalmia Latifolia Dilution 6 CH,LDD Bioscience Pvt Ltd,Kalmia Latifolia,,,Eye
Bjain Calcarea Fluorica Globules 0/19 LM,Bjain Pharmaceuticals Pvt Ltd,Calcarea Fluorica,,,Others
Bjain Aconitum Napellus Globules 0/21 LM,Bjain Pharmaceuticals Pvt Ltd,Aconitum napellus,,,Eye
Boiron Kali bromatum Dilution 30C,Boiron Laboratories Pvt Ltd,Kali bromatum,,,Skin
Bjain Cocculus Indicus Globules 0/25 LM,Bjain Pharmaceuticals Pvt Ltd,Cocculus Indicus,,,Others
Bjain Acidum Tannicum Globules 0/22 LM,Bjain Pharmaceuticals Pvt Ltd,Acidum tannicum,,,Intestine
Bjain Thyroidinum Globules 0/21 LM,Bjain Pharmaceuticals Pvt Ltd,Thyroidinum,,,Joints
LDD Bioscience Ashwagandha Dilution 6 CH,LDD Bioscience Pvt Ltd,Ashwagandha,,,Heart
LDD Bioscience Rhus Aromatica Dilution 6 CH,LDD Bioscience Pvt Ltd,Rhus Aromatica,,,Kidney
LDD Bioscience Glycerinum Dilution 6 CH,LDD Bioscience Pvt Ltd,Glycerinum,,,Others
LDD Bioscience Capsicum Annum Dilution 6 CH,LDD Bioscience Pvt Ltd,Capsicum annum,,,Stomach
LDD Bioscience Acidum Salicylicum Dilution 6 CH,LDD Bioscience Pvt Ltd,Acidum Salicylicum,,,Joints
LDD Bioscience Dilution Dolichos Pruriens 6 CH,LDD Bioscience Pvt Ltd,Dolichos pruriens,,,Skin
Boiron Hekla Lava Dilution 1M,Boiron Laboratories Pvt Ltd,Blend of homoeopathic mixture,,,Joints
LDD Bioscience Penthorum Sedoides Dilution 1000 CH,LDD Bioscience Pvt Ltd,Penthorum Sedoides,,,Skin
Bjain Argentum Nitricum Globules 0/19 LM,Bjain Pharmaceuticals Pvt Ltd,Argentum Nitricum,,,Eye
LDD Bioscience Plumbum Metallicum Dilution 6 CH,LDD Bioscience Pvt Ltd,Plumbum Metallicum,,,Others
Bjain Berberis Vulgaris Globules 0/19 LM,Bjain Pharmaceuticals Pvt Ltd,Berberis vulgaris,,,Joints
Bjain Argentum Nitricum Globules 0/9 LM,Bjain Pharmaceuticals Pvt Ltd,Argentum Nitricum,,,Eye
Boericke Abies Canadensis Dilution (30ml Each) 3X,Boericke Homoeo Pharmacy,Abies canadensis,,,Heart
LDD Bioscience Sabadilla Dilution 1000 CH,LDD Bioscience Pvt Ltd,Sabadilla,,,Eye
LDD Bioscience Prunus Spinosa Dilution 1000 CH,LDD Bioscience Pvt Ltd,Prunus Spinosa,,,Eye
LDD Bioscience Kali Iodatum Dilution 6 CH,LDD Bioscience Pvt Ltd,,,,Others
Bjain Alumen Globules 0/29 LM,Bjain Pharmaceuticals Pvt Ltd,Alumen,,,Heart
LDD Bioscience Zincum Picricum 1000 CH,LDD Bioscience Pvt Ltd,Zincum Picricum,,,Head
LDD Bioscience Mygale Lasiodora Dilution 1000 CH,LDD Bioscience Pvt Ltd,Mygale lasiodora,,,Others
Bjain Alumen Globules 0/23 LM,Bjain Pharmaceuticals Pvt Ltd,Alumen,,,Heart
Bjain Kali Phosphoricum Globules 0/3 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Brain
LDD Bioscience Magnesia Muruatica Dilution 1000 CH,LDD Bioscience Pvt Ltd,Magnesia muriatica,,,Whole Body
Bjain Rhus Toxicodendron Globules 0/8 LM,Bjain Pharmaceuticals Pvt Ltd,Rhus toxicodendron,,,Whole Body
Bjain Aethusa Cynapium Globules 0/9 LM,Bjain Pharmaceuticals Pvt Ltd,Aethusa cynapium,,,Eye
Bjain Baryta Carbonica Globules 0/28 LM,Bjain Pharmaceuticals Pvt Ltd,Baryta carbonica,,,Stomach
LDD Bioscience Ranunculas Sceleratus Dilution 6 CH,LDD Bioscience Pvt Ltd,Ranunculas Sceleratus,,,Others
Bakson's Calcarea Iodata Trituration Tablet 6X,Bakson's Homeopathy,Calcarea iodata 6x,,,Skin
Bjain Thyroidinum Globules 0/17 LM,Bjain Pharmaceuticals Pvt Ltd,Thyroidinum,,,Joints
LDD Bioscience Majorana Dilution 6 CH,LDD Bioscience Pvt Ltd,Majorana,,,Head
LDD Bioscience Asafoetida Dilution 6 CH,LDD Bioscience Pvt Ltd,Asafoetida,,,Eye
Bjain Phosphorus Globules 0/8 LM,Bjain Pharmaceuticals Pvt Ltd,Phosphorus,,,Joints
Bjain  Magnesia Muriatica Globules 0/10 LM,Bjain Pharmaceuticals Pvt Ltd,Magnesia Muriatica,,,Whole Body
LDD Bioscience Aesculus Hipp Dilution 6 CH,LDD Bioscience Pvt Ltd,Aesculus hippocastanum,,,Others
Healing Herbs Bach Flower Red Chestnut,Healing Pharma India Pvt Ltd,Red chestnut extract,,,Others
LDD Bioscience Calcarea Renalis Dilution 6 CH,LDD Bioscience Pvt Ltd,Calcarea renalis,,,Joints
Bjain Bryonia Alba Globules 0/27 LM,Bjain Pharmaceuticals Pvt Ltd,Bryonia Alba,,,Throat
Bjain Berberis Vulgaris Globules 0/22 LM,Bjain Pharmaceuticals Pvt Ltd,Berberis vulgaris,,,Joints
LDD Bioscience Granatum Dilution 6 CH,LDD Bioscience Pvt Ltd,Granatum,,,Others
LDD Bioscience Calotropis Dilution 6 CH,LDD Bioscience Pvt Ltd,Calotropis,,,Skin
Bjain Thyroidinum Globules 0/1 LM,Bjain Pharmaceuticals Pvt Ltd,Thyroidinum,,,Joints
LDD Bioscience Fagopyrum Esculentum Dilution 6 CH,LDD Bioscience Pvt Ltd,Fagopyrum esculentum,,,Others
LDD Bioscience Rheum Dilution 6 CH,LDD Bioscience Pvt Ltd,Rheum,,,Whole Body
LDD Bioscience Eupatorium Purpureum Dilution 6 CH,LDD Bioscience Pvt Ltd,Eupatorium purpureum,,,Kidney
Bjain Aesculus Hippocastanum Globules 0/11 LM,Bjain Pharmaceuticals Pvt Ltd,Aesculus hippocastanum,,,Throat
LDD Bioscience Ammonium Muriaticum Dilution 6 CH,LDD Bioscience Pvt Ltd,Ammonium Muriaticum,,,Throat
Dr Willmar Schwabe Germany Calcarea Ova Testa Dilution 200,Dr Willmar Schwabe India Pvt Ltd,Calcarea Ova Testa,,,Others
LDD Bioscience Dulcamara Dilution 6 CH,LDD Bioscience Pvt Ltd,Dulcamara,,,Joints
Bjain  Natrum Carbonicum Globules 0/2 LM,Bjain Pharmaceuticals Pvt Ltd,Natrum Carbonicum,,,Stomach
LDD Bioscience Secal Cornutum Dilution 6 CH,LDD Bioscience Pvt Ltd,Secal cornutum,,,Intestine
Bjain Baptisia Tinctoria Globules 0/12 LM,Bjain Pharmaceuticals Pvt Ltd,Baptisia tinctoria,,,Joints
LDD Bioscience Natrum Salic Dilution 1000 CH,LDD Bioscience Pvt Ltd,Natrum salic,,,Eye
Bjain Phosphorus Globules 0/15 LM,Bjain Pharmaceuticals Pvt Ltd,Phosphorus,,,Joints
Bjain Acidum Tannicum Globules 0/3 LM,Bjain Pharmaceuticals Pvt Ltd,Acidum tannicum,,,Intestine
Bjain Kali Phosphoricum Globules 0/29 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Brain
Bjain Arnica Montana Globules 0/27 LM,Bjain Pharmaceuticals Pvt Ltd,Arnica montana,,,Joints
Bjain Kali Bichromicum Globules 0/22 LM,Bjain Pharmaceuticals Pvt Ltd,Kali Bichromicum,,,Others
LDD Bioscience Iris Tenax Dilution 6 CH,LDD Bioscience Pvt Ltd,Iris Tenax,,,Whole Body
LDD Bioscience Myristica Dilution 1000 CH,LDD Bioscience Pvt Ltd,Myristica,,,Skin
LDD Bioscience Naja Tripudians Dilution 6 CH,LDD Bioscience Pvt Ltd,Naja tripudians,,,Heart
Bjain Cimicifuga Racemosa Globules 0/19 LM,Bjain Pharmaceuticals Pvt Ltd,Cimicifuga Racemosa,,,Whole Body
LDD Bioscience Mercurius Cynanatus Dilution 6 CH,LDD Bioscience Pvt Ltd,Mercurius cynanatus,,,Skin
LDD Bioscience Viscum Album Dilution 6 CH,LDD Bioscience Pvt Ltd,Viscum Album,,,Eye
LDD Bioscience Agaricus Muscarius Dilution 6 CH,LDD Bioscience Pvt Ltd,Agaricus muscarius,,,Eye
Bjain Aurum Muriaticum Globules 0/20 LM,Bjain Pharmaceuticals Pvt Ltd,Aurum muriaticum,,,Hair
LDD Bioscience Sanguinarinum Nitricum Dilution 6 CH,LDD Bioscience Pvt Ltd,Sanguinarinum Nitricum,,,Throat
Bjain Calcarea Hypophosphorosa Globules 0/5 LM,Bjain Pharmaceuticals Pvt Ltd,Calcarea Hypophosphorosa,,,Others
Bjain Kali Phosphoricum Globules 0/8 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Brain
Bjain Calcarea Hypophosphorosa Globules 0/23 LM,Bjain Pharmaceuticals Pvt Ltd,Calcarea Hypophosphorosa,,,Others
LDD Bioscience Dilution Echinacea 6 CH,LDD Bioscience Pvt Ltd,Echinacea,,,Heart
LDD Bioscience Robinia Pseudacacia Dilution 1000 CH,LDD Bioscience Pvt Ltd,Robinia Pseudacacia,,,Stomach
Bjain Calcarea Hypophosphorosa Globules 0/19 LM,Bjain Pharmaceuticals Pvt Ltd,Calcarea Hypophosphorosa,,,Others
LDD Bioscience Acidum Lacticum Dilution 6 CH,LDD Bioscience Pvt Ltd,Acidum Lacticum,,,Joints
Bjain Acidum Picricum Globules 0/3 LM,Bjain Pharmaceuticals Pvt Ltd,Acidum picricum,,,Others
LDD Bioscience Mercurius Iodatus Dilution 6 CH,LDD Bioscience Pvt Ltd,Mercurius iodatus,,,Skin
Bjain Argentum Metallicum Globules 0/5 LM,Bjain Pharmaceuticals Pvt Ltd,Argentum metallicum,,,Eye
LDD Bioscience Ptelea Trifoliata Dilution 1000 CH,LDD Bioscience Pvt Ltd,Ptelea Trifoliata,,,Head
LDD Bioscience Myristica Dilution 6 CH,LDD Bioscience Pvt Ltd,Myristica,,,Skin
Bjain Aurum Muriaticum Globules 0/19 LM,Bjain Pharmaceuticals Pvt Ltd,Aurum muriaticum,,,Hair
LDD Bioscience Tabacum Dilution 6 CH,LDD Bioscience Pvt Ltd,Tabacum,,,Nerves
Bjain Belladonna Globules 0/10 LM,Bjain Pharmaceuticals Pvt Ltd,Belladonna,,,Head
LDD Bioscience Epigea Rep Dilution 6 CH,LDD Bioscience Pvt Ltd,Epigea Repens,,,Kidney
LDD Bioscience Acid Formicum Dilution 6 CH,LDD Bioscience Pvt Ltd,Acid formicum,,,Joints
Boiron Natrum Phosphoricum  Dilution 10M,Boiron Laboratories Pvt Ltd,Natrum phosphoricum,,,Eye
LDD Bioscience Guaiacum Dilution 6 CH,LDD Bioscience Pvt Ltd,Guaiacum,,,Others
LDD Bioscience Tellurium Dilution 6 CH,LDD Bioscience Pvt Ltd,Tellurium,,,Eye
Bjain Borax Globules 0/30 LM,Bjain Pharmaceuticals Pvt Ltd,Borax,,,Nerves
Bjain Arnica Montana Globules 0/26 LM,Bjain Pharmaceuticals Pvt Ltd,Arnica montana,,,Joints
Lord's Rheum Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,Rhubarb plant extracts,,,Head
LDD Bioscience Secal Cornutum Dilution 1000 CH,LDD Bioscience Pvt Ltd,Secal cornutum,,,Intestine
LDD Bioscience Bufo Rana Dilution 6 CH,LDD Bioscience Pvt Ltd,Bufo Rana,,,Skin
Bjain Magnesia Carbonica Globules 0/27 LM,Bjain Pharmaceuticals Pvt Ltd,Magnesia Carbonica,,,Others
Bjain Aconitum Napellus Globules 0/11 LM,Bjain Pharmaceuticals Pvt Ltd,Aconitum napellus,,,Eye
Hahnemann Bach Flower Heather 30,Hahnemann Pharmaceuticals Pvt Ltd,Calluna Vulgaris.,,,Others
LDD Bioscience Ricinus Communis Dilution 6 CH,LDD Bioscience Pvt Ltd,Ricinus Communis,,,Others
Bjain Abroma Radix Dilution 50M,Bjain Pharmaceuticals Pvt Ltd,Abroma Radix,,,Others
Rxhomeo Aloe Socotrina CM Pellets,Rxhomeo Private Limited,Aloe Socotrina,,,Others
LDD Bioscience Ustilago Dilution 1000 CH,LDD Bioscience Pvt Ltd,Ustilago,,,Whole Body
LDD Bioscience Passiflora Dilution 6 CH,LDD Bioscience Pvt Ltd,Passiflora,,,Others
Bjain Magnesia Carbonica Globules 0/2 LM,Bjain Pharmaceuticals Pvt Ltd,Magnesia Carbonica,,,Others
Bjain  Magnesia Muriatica Globules 0/6 LM,Bjain Pharmaceuticals Pvt Ltd,Magnesia Muriatica,,,Whole Body
Bjain Berberis Vulgaris Globules 0/20 LM,Bjain Pharmaceuticals Pvt Ltd,Berberis vulgaris,,,Joints
Bjain Acidum Picricum Globules 0/13 LM,Bjain Pharmaceuticals Pvt Ltd,Acidum picricum,,,Others
Bjain Aethusa Cynapium Globules 0/14 LM,Bjain Pharmaceuticals Pvt Ltd,Aethusa cynapium,,,Eye
LDD Bioscience Acidum Brom Dilution 1000 CH,LDD Bioscience Pvt Ltd,Acidum brom,,,Others
Bjain Acidum Sulphuricum Globules 0/14 LM,Bjain Pharmaceuticals Pvt Ltd,,,,Heart
Bjain Baryta Carbonica Globules 0/4 LM,Bjain Pharmaceuticals Pvt Ltd,Baryta carbonica,,,Stomach
Bjain Kreosotum Globules 0/11 LM,Bjain Pharmaceuticals Pvt Ltd,Kreosotum,,,Skin
LDD Bioscience Sarracenia Officinalis Dilution 6 CH,LDD Bioscience Pvt Ltd,Sarracenia Officinalis,,,Eye
Bjain Arnica Montana Globules 0/25 LM,Bjain Pharmaceuticals Pvt Ltd,Arnica montana,,,Joints
Bjain Berberis Vulgaris Globules 0/16 LM,Bjain Pharmaceuticals Pvt Ltd,Berberis vulgaris,,,Joints
Bjain Chelidonium Majus Globules 0/23 LM,Bjain Pharmaceuticals Pvt Ltd,Chelidonium Majus,,,Eye
LDD Bioscience Baryta Phosphorica Dilution 6 CH,LDD Bioscience Pvt Ltd,Baryta Phosphorica,,,Others
Bjain Calcarea Fluorica Globules 0/9 LM,Bjain Pharmaceuticals Pvt Ltd,Calcarea Fluorica,,,Others
LDD Bioscience Filix Mas Dilution 6 CH,LDD Bioscience Pvt Ltd,Flix mas,,,Others
Bjain Pulsatilla Nigricans Globules 0/8 LM,Bjain Pharmaceuticals Pvt Ltd,Pulsatilla Nigricans,,,Others
LDD Bioscience Eucalypt Globolus Dilution 6 CH,LDD Bioscience Pvt Ltd,Eucalypt globolus,,,Others
Bjain Arnica Montana Globules 0/12 LM,Bjain Pharmaceuticals Pvt Ltd,Arnica montana,,,Joints
LDD Bioscience Solanum Dul Dilution 6 CH,LDD Bioscience Pvt Ltd,Solanum,,,Throat
Bjain Cimicifuga Racemosa Globules 0/21 LM,Bjain Pharmaceuticals Pvt Ltd,Cimicifuga Racemosa,,,Whole Body
Bjain Bryonia Alba Globules 0/12 LM,Bjain Pharmaceuticals Pvt Ltd,Bryonia Alba,,,Throat
LDD Bioscience Apocynum Cannabinum Dilution 6 CH,LDD Bioscience Pvt Ltd,Apocynum Cannabinum,,,Throat
Hapdco Reumatone Capsule,HAPDCO,Balsamodendron mukulWithania somniferaZingiber officinaleCurcuma longaMahayograj guggulBoswellia serrata,,,Joints
Bjain Acidum Tannicum Globules 0/5 LM,Bjain Pharmaceuticals Pvt Ltd,Acidum tannicum,,,Intestine
Bjain Baptisia Tinctoria Globules 0/15 LM,Bjain Pharmaceuticals Pvt Ltd,Baptisia tinctoria,,,Joints
Bjain Berberis Vulgaris Globules 0/25 LM,Bjain Pharmaceuticals Pvt Ltd,Berberis vulgaris,,,Joints
LDD Bioscience Onosmodium Dilution 6 CH,LDD Bioscience Pvt Ltd,Onosmodium,,,Eye
LDD Bioscience Cuprum Metallicum Dilution 6 CH,LDD Bioscience Pvt Ltd,Cuprum Metallicum,,,Whole Body
Bjain Arsenicum Album Globules 0/2 LM,Bjain Pharmaceuticals Pvt Ltd,Arsenicum album,,,Throat
LDD Bioscience Ammonium Phosphoricum Dilution 6 CH,LDD Bioscience Pvt Ltd,Ammonium Phosphoricum,,,Others
LDD Bioscience Scutellaria Dilution 6 CH,LDD Bioscience Pvt Ltd,Onosmodium,,,Eye
LDD Bioscience Phosphorus Dilution 6 CH,LDD Bioscience Pvt Ltd,Phosphorus,,,Others
Lord's Sambucus Nig Mother Tincture Q,Lord's Homoeopathic Laboratory Pvt Ltd,Plant extract of sambucus nigra,,,Throat
LDD Bioscience Ptelea Trifoliata Dilution 6 CH,LDD Bioscience Pvt Ltd,Ptelea Trifoliata,,,Head
Bjain Magnesium Phosphoricum Globules 0/23 LM,Bjain Pharmaceuticals Pvt Ltd,Magnesium Phosphoricum,,,Whole Body
LDD Bioscience Adrenalinum Dilution 6 CH,LDD Bioscience Pvt Ltd,Adrenalinum,,,Nerves
Bjain Arsenicum Album Globules 0/20 LM,Bjain Pharmaceuticals Pvt Ltd,Arsenicum album,,,Throat
LDD Bioscience Bothrops Dilution 6 CH,LDD Bioscience Pvt Ltd,Bothrops,,,Skin
